Kingdom,Class,Common name,Adult weight (g),Maximum longevity (yrs)
Animalia,Aves,Cooper's hawk,526.64,20.3
Animalia,Aves,Brown goshawk,453.5,14.9
Animalia,Aves,Northern goshawk,1044.2,22.0
Animalia,Aves,Eurasian sparrowhawk,237.5,20.2
Animalia,Aves,Sharp-shinned hawk,135.0,19.9
Animalia,Aves,Cinereous vulture,9625.0,39.0
Animalia,Aves,Spanish imperial eagle,3000.0,44.5
Animalia,Aves,Wedge-tailed eagle,3466.0,40.0
Animalia,Aves,Golden eagle,4800.0,48.0
Animalia,Aves,Bonelli's eagle,2000.0,20.0
Animalia,Aves,Eastern imperical eagle,3262.0,56.0
Animalia,Aves,Steppe eagle,2745.5,41.0
Animalia,Aves,Lesser spotted eagle,1370.0,26.1
Animalia,Aves,Tawny eagle,1996.1,40.3
Animalia,Aves,Grey-faced buzzard,415.0,8.5
Animalia,Aves,Buzzard,1012.0,28.8
Animalia,Aves,Red-tailed hawk,1362.0,30.7
Animalia,Aves,Rough-legged hawk,980.64,18.8
Animalia,Aves,Red-shouldered hawk,607.0,22.4
Animalia,Aves,Broad-winged hawk,454.0,18.3
Animalia,Aves,Ferruginous hawk,1500.0,23.7
Animalia,Aves,Hawaiian hawk,505.0,17.0
Animalia,Aves,Swainson's hawk,980.64,24.9
Animalia,Aves,Common black hawk,837.0,13.5
Animalia,Aves,Short-toed eagle,1699.5,17.3
Animalia,Aves,Western marsh harrier,711.5,20.1
Animalia,Aves,Swamp harrier,752.5,11.0
Animalia,Aves,Northern harrier,392.0,17.1
Animalia,Aves,Pallid harrier,388.5,13.5
Animalia,Aves,Montagu's harrier,315.5,16.3
Animalia,Aves,Black-shouldered kite,265.5,3.5
Animalia,Aves,Black-winged kite,260.5,6.0
Animalia,Aves,White-tailed kite,280.0,6.0
Animalia,Aves,Black-chested buzzard-eagle,2447.5,42.0
Animalia,Aves,Bearded vulture,5070.0,40.0
Animalia,Aves,Palm-nut vulture,1600.0,27.1
Animalia,Aves,White-backed vulture,5433.0,19.7
Animalia,Aves,Cape vulture,8177.0,31.2
Animalia,Aves,"Griffon vulture, or Eurasian griffon",7436.0,41.4
Animalia,Aves,White-tailed sea-eagle,6696.5,42.0
Animalia,Aves,Bald eagle,3175.0,48.0
Animalia,Aves,Brahminy kite,529.0,24.5
Animalia,Aves,Whistling kite,755.0,20.4
Animalia,Aves,Harpy eagle,4800.0,16.8
Animalia,Aves,New Guinea eagle,2000.0,30.0
Animalia,Aves,Little eagle,791.0,38.7
Animalia,Aves,Mississippi kite,266.0,11.2
Animalia,Aves,Lizard buzzard,280.5,8.6
Animalia,Aves,Square-tailed kite,585.5,17.0
Animalia,Aves,Black kite,1000.0,24.0
Animalia,Aves,Red kite,1080.0,38.0
Animalia,Aves,Hooded vulture,2043.0,21.3
Animalia,Aves,Egyptian vulture,2082.0,37.0
Animalia,Aves,Harris's hawk,994.26,25.0
Animalia,Aves,"European honey buzzard, or Western honey-buzzard",758.0,29.0
Animalia,Aves,Philippine eagle,6500.0,41.0
Animalia,Aves,Snail kite,352.5,17.0
Animalia,Aves,Bateleur,2200.0,55.0
Animalia,Aves,White-headed vulture,3016.0,5.7
Animalia,Aves,Turkey vulture,2200.0,20.8
Animalia,Aves,Black vulture,2270.0,25.5
Animalia,Aves,California condor,11175.0,45.0
Animalia,Aves,King vulture,3405.0,40.0
Animalia,Aves,Andean condor,10500.0,79.0
Animalia,Aves,Eastern osprey,1527.5,21.0
Animalia,Aves,Osprey,1362.0,32.0
Animalia,Aves,Mandarin duck,570.0,10.4
Animalia,Aves,Wood duck,452.8,22.5
Animalia,Aves,Egyptian goose,1900.0,25.5
Animalia,Aves,Northern pintail,721.0,27.4
Animalia,Aves,American wigeon,793.8,21.3
Animalia,Aves,Northern shoveler,613.0,22.6
Animalia,Aves,Green-winged teal,343.8,27.1
Animalia,Aves,Cinnamon teal,411.0,12.9
Animalia,Aves,Blue-winged teal,420.0,23.2
Animalia,Aves,Mottled duck,950.0,20.0
Animalia,Aves,Grey teal,488.75,31.7
Animalia,Aves,Laysan duck,500.0,12.0
Animalia,Aves,Eurasian wigeon,660.0,35.2
Animalia,Aves,Mallard,1048.1,29.1
Animalia,Aves,Garganey,326.0,14.7
Animalia,Aves,American black duck,998.7,26.6
Animalia,Aves,Gadwall,791.0,28.0
Animalia,Aves,Pacific black duck,981.0,27.2
Animalia,Aves,Greater white-fronted goose,2681.0,47.0
Animalia,Aves,Greylag goose,3308.5,31.0
Animalia,Aves,Pink-footed goose,2645.0,40.9
Animalia,Aves,Lesser white-fronted goose,1779.25,14.8
Animalia,Aves,Bean goose,3348.0,25.6
Animalia,Aves,Lesser scaup,787.0,18.3
Animalia,Aves,Redhead,1077.3,22.6
Animalia,Aves,Ring-necked duck,737.0,20.4
Animalia,Aves,Common pochard,823.0,23.2
Animalia,Aves,Tufted duck,701.5,45.2
Animalia,Aves,Greater scaup,928.5,22.1
Animalia,Aves,Canvasback,1208.8,29.5
Animalia,Aves,Musk duck,1697.5,6.2
Animalia,Aves,Brent goose,1163.2,28.8
Animalia,Aves,Canada goose,3200.0,42.0
Animalia,Aves,Cackling goose,1940.1,18.3
Animalia,Aves,Barnacle goose,1687.0,28.2
Animalia,Aves,Hawaiian goose,2150.0,42.0
Animalia,Aves,Bufflehead,400.0,18.7
Animalia,Aves,Common goldeneye,895.86,20.9
Animalia,Aves,Barrow's goldeneye,957.15,18.0
Animalia,Aves,Cape barren goose,3980.0,29.1
Animalia,Aves,Snow goose,2806.65,27.5
Animalia,Aves,Emperor goose,2148.0,12.0
Animalia,Aves,Ross's goose,1715.0,22.5
Animalia,Aves,Maned duck,812.5,9.1
Animalia,Aves,Oldsquaw,872.0,22.7
Animalia,Aves,Black swan,5650.0,24.7
Animalia,Aves,Trumpeter swan,13000.0,32.5
Animalia,Aves,Tundra swan,6350.0,24.1
Animalia,Aves,Whooper swan,9350.0,26.7
Animalia,Aves,Mute swan,8300.0,40.0
Animalia,Aves,Black-bellied whistling duck,828.0,8.2
Animalia,Aves,Fulvous whistling duck,737.1,11.2
Animalia,Aves,White-faced whistling duck,610.0,12.0
Animalia,Aves,Harlequin duck,561.25,14.6
Animalia,Aves,Hooded merganser,634.375,15.7
Animalia,Aves,White-winged scoter,1360.8,21.4
Animalia,Aves,Black scoter,1052.2,16.8
Animalia,Aves,Surf scoter,1097.5,9.5
Animalia,Aves,Smew,610.0,10.0
Animalia,Aves,Common merganser,1445.0,14.8
Animalia,Aves,Red-breasted merganser,1020.6,21.3
Animalia,Aves,Red-crested pochard,1118.0,12.9
Animalia,Aves,Blue-billed duck,798.0,16.0
Animalia,Aves,Ruddy duck,542.0,20.0
Animalia,Aves,Spur-winged goose,3869.0,11.3
Animalia,Aves,Steller's eider,907.2,23.0
Animalia,Aves,Spectacled eider,1558.0,18.0
Animalia,Aves,Common eider,2130.0,37.8
Animalia,Aves,King eider,1617.0,18.9
Animalia,Aves,Common shelduck,1152.0,24.8
Animalia,Aves,Australian shelduck,1364.0,13.1
Animalia,Aves,Magpie goose,2071.0,24.8
Animalia,Aves,Australian owlet-nightjar,44.125,5.9
Animalia,Aves,Australian swiftlet,11.875,9.3
Animalia,Aves,White-throated swift,31.0,10.0
Animalia,Aves,Common swift,37.6,21.1
Animalia,Aves,Alpine swift,102.7,26.0
Animalia,Aves,Chimney swift,22.8,15.0
Animalia,Aves,Black swift,45.0,16.1
Animalia,Aves,Violet-crowned hummingbird,5.1,6.1
Animalia,Aves,Buff-bellied hummingbird,3.9,11.2
Animalia,Aves,Black-chinned hummingbird,3.0,11.2
Animalia,Aves,Ruby-throated hummingbird,3.1,9.1
Animalia,Aves,Lucifer hummingbird,3.3,4.1
Animalia,Aves,Anna's hummingbird,4.4,8.5
Animalia,Aves,Costa's hummingbird,3.1,6.0
Animalia,Aves,Broad-billed hummingbird,3.3,8.8
Animalia,Aves,Magnificent hummingbird,8.1,11.0
Animalia,Aves,Blue-throated hummingbird,7.6,12.0
Animalia,Aves,Garnet-throated hummingbird,7.8,8.0
Animalia,Aves,Broad-tailed hummingbird,4.2,14.0
Animalia,Aves,Rufous hummingbird,3.5,8.9
Animalia,Aves,Calliope hummingbird,2.6,7.0
Animalia,Aves,Brown kiwi,2600.0,35.0
Animalia,Aves,Great hornbill,2798.5,33.4
Animalia,Aves,Grey-cheeked hornbill,1250.0,31.8
Animalia,Aves,Black-casqued hornbill,1203.5,19.3
Animalia,Aves,Southern ground hornbill,3767.5,70.0
Animalia,Aves,Eurasian hoopoe,67.1,11.1
Animalia,Aves,Chuck-will's-widow,115.0,14.8
Animalia,Aves,Eurasian nightjar,67.0,11.9
Animalia,Aves,Red-necked nightjar,68.5,13.2
Animalia,Aves,Whip-poor-will,54.0,15.0
Animalia,Aves,Common nighthawk,79.3,10.0
Animalia,Aves,Tawny frogmouth,349.0,17.9
Animalia,Aves,Dwarf cassowary,35000.0,26.0
Animalia,Aves,Southern cassowary,44000.0,30.0
Animalia,Aves,Northern cassowary,47300.0,22.0
Animalia,Aves,Emu,38925.0,16.6
Animalia,Aves,Crested auklet,289.0,10.8
Animalia,Aves,Least auklet,96.0,8.1
Animalia,Aves,Whiskered auklet,120.0,15.0
Animalia,Aves,Razorbill,726.0,42.0
Animalia,Aves,Marbled murrelet,222.0,10.0
Animalia,Aves,Pigeon guillemot,483.8,15.2
Animalia,Aves,Black guillemot,427.5,29.9
Animalia,Aves,Rhinoceros auklet,544.1,28.2
Animalia,Aves,Atlantic puffin,490.5,45.0
Animalia,Aves,Cassin's auklet,184.0,16.2
Animalia,Aves,Xantus' murrelet,167.0,15.0
Animalia,Aves,Common murre,992.0,42.8
Animalia,Aves,Thick-billed murre,964.0,29.0
Animalia,Aves,Bush stone-curlew,667.967,5.5
Animalia,Aves,Eurasian thick-knee,459.0,17.9
Animalia,Aves,Snowy plover,37.0,19.0
Animalia,Aves,Double-banded plover,59.4,18.3
Animalia,Aves,Little ringed plover,38.7,13.0
Animalia,Aves,Common ringed plover,64.0,20.8
Animalia,Aves,Greater sand plover,75.0,21.6
Animalia,Aves,Piping plover,49.0,14.0
Animalia,Aves,Lesser sand plover,64.0,15.6
Animalia,Aves,Mountain plover,100.0,10.0
Animalia,Aves,Eurasian dotterel,108.5,11.8
Animalia,Aves,Red-capped plover,41.2,21.0
Animalia,Aves,Semipalmated plover,52.0,9.2
Animalia,Aves,Killdeer,88.0,10.9
Animalia,Aves,"European golden-plover, or Greater golden-plover",214.0,13.8
Animalia,Aves,American golden plover,118.0,13.0
Animalia,Aves,Pacific golden-plover,135.0,21.3
Animalia,Aves,Black-bellied plover,224.0,25.6
Animalia,Aves,Hooded dotterel,100.0,16.2
Animalia,Aves,Blacksmith lapwing,156.0,18.6
Animalia,Aves,Masked lapwing,379.0,13.9
Animalia,Aves,Spur-winged lapwing,188.0,17.0
Animalia,Aves,Northern lapwing,218.5,24.5
Animalia,Aves,Oriental pratincole,76.0,4.4
Animalia,Aves,Black oystercatcher,670.0,16.0
Animalia,Aves,Sooty oystercatcher,789.2,19.9
Animalia,Aves,Pied oystercatcher,566.25,30.2
Animalia,Aves,Eurasian oystercatcher,480.0,43.3
Animalia,Aves,American oystercatcher,565.0,17.0
Animalia,Aves,Black noddy,110.4,27.1
Animalia,Aves,"Brown noddy, or Noddy tern",178.0,26.2
Animalia,Aves,Lesser noddy,104.56,15.0
Animalia,Aves,Whiskered tern,88.0,16.0
Animalia,Aves,Black tern,60.0,21.0
Animalia,Aves,Slender-billed gull,281.0,31.7
Animalia,Aves,Silver gull,295.375,28.8
Animalia,Aves,Black-headed gull,306.0,32.9
Animalia,Aves,Gull-billed tern,221.0,16.0
Animalia,Aves,White tern,98.1,35.9
Animalia,Aves,Little gull,119.0,20.9
Animalia,Aves,Caspian tern,644.0,30.0
Animalia,Aves,Audouin's gull,535.0,25.0
Animalia,Aves,Mediterranean gull,256.0,22.1
Animalia,Aves,Inca tern,219.0,26.0
Animalia,Aves,Herring gull,1094.0,49.0
Animalia,Aves,Caspian gull,1117.2,31.9
Animalia,Aves,California gull,691.0,30.0
Animalia,Aves,Mew gull,430.6,33.7
Animalia,Aves,Ring-billed gull,518.5,31.8
Animalia,Aves,Kelp gull,989.0,27.0
Animalia,Aves,Lesser black-backed gull,766.2,34.9
Animalia,Aves,Glaucous-winged gull,908.0,32.0
Animalia,Aves,Iceland gull,945.5,33.0
Animalia,Aves,Heermann's gull,500.0,24.0
Animalia,Aves,Glaucous gull,1210.0,21.1
Animalia,Aves,Great black-backed gull,1658.5,32.8
Animalia,Aves,Yellow-legged gull,1089.5,19.2
Animalia,Aves,Western gull,931.5,33.9
Animalia,Aves,Pacific gull,1313.5,24.3
Animalia,Aves,Laughing gull,275.6,22.0
Animalia,Aves,Bridled tern,133.3,24.9
Animalia,Aves,Sooty tern,148.0,35.8
Animalia,Aves,Gray-backed tern,131.7,25.8
Animalia,Aves,Ivory gull,550.0,23.9
Animalia,Aves,Blue-gray noddy,53.0,15.0
Animalia,Aves,Red-legged kittiwake,377.0,27.0
Animalia,Aves,Black-legged kittiwake,317.0,28.5
Animalia,Aves,Black skimmer,315.0,20.2
Animalia,Aves,Roseate tern,112.0,25.7
Animalia,Aves,Forster's tern,158.0,15.8
Animalia,Aves,Common tern,120.0,33.0
Animalia,Aves,Arctic tern,100.0,34.0
Animalia,Aves,Little tern,31.0,23.9
Animalia,Aves,Least tern,40.0,24.1
Animalia,Aves,Fairy tern,72.15,17.2
Animalia,Aves,Lesser crested tern,213.0,14.0
Animalia,Aves,Greater crested tern,334.5,32.2
Animalia,Aves,Elegant tern,251.0,20.9
Animalia,Aves,Royal tern,373.0,28.6
Animalia,Aves,Sandwich tern,250.0,30.8
Animalia,Aves,Plains-wanderer,67.8,2.3
Animalia,Aves,Banded stilt,215.25,11.3
Animalia,Aves,Black-winged stilt,161.0,16.0
Animalia,Aves,Black-necked (Hawaiian) stilt,186.0,25.0
Animalia,Aves,Pied avocet,304.0,27.8
Animalia,Aves,Common sandpiper,48.0,14.5
Animalia,Aves,Spotted sandpiper,34.0,12.0
Animalia,Aves,Ruddy turnstone,136.0,22.3
Animalia,Aves,Upland sandpiper,141.0,8.9
Animalia,Aves,Sharp-tailed sandpiper,67.7,8.6
Animalia,Aves,Sanderling,50.0,18.6
Animalia,Aves,Dunlin,52.5,28.8
Animalia,Aves,Red knot,135.0,27.3
Animalia,Aves,Curlew sandpiper,58.1,19.7
Animalia,Aves,Stilt sandpiper,57.3,11.1
Animalia,Aves,Purple sandpiper,65.2,20.8
Animalia,Aves,Western sandpiper,26.19,9.2
Animalia,Aves,Little stint,21.1,14.7
Animalia,Aves,Least sandpiper,26.0,16.0
Animalia,Aves,Semipalmated sandpiper,27.0,19.3
Animalia,Aves,Red-necked stint,26.95,21.8
Animalia,Aves,Temminck's stint,23.0,12.9
Animalia,Aves,Great knot,179.167,20.9
Animalia,Aves,Wilson's snipe,122.0,9.2
Animalia,Aves,Common snipe,131.6,18.2
Animalia,Aves,Great snipe,174.5,5.9
Animalia,Aves,Broad-billed sandpiper,37.1,11.6
Animalia,Aves,Short-billed dowitcher,105.0,13.3
Animalia,Aves,Long-billed dowitcher,130.0,13.2
Animalia,Aves,Marbled godwit,336.0,13.7
Animalia,Aves,Bar-tailed godwit,322.0,34.0
Animalia,Aves,Black-tailed godwit,294.0,23.6
Animalia,Aves,Jack snipe,50.2,12.3
Animalia,Aves,Eurasian curlew,728.0,31.8
Animalia,Aves,Eastern curlew,824.75,19.1
Animalia,Aves,Whimbrel,365.7,24.2
Animalia,Aves,Bristle-thighed curlew,408.6,23.8
Animalia,Aves,Red-necked phalarope,33.8,12.9
Animalia,Aves,Wilson's phalarope,57.0,10.0
Animalia,Aves,Ruff,136.0,13.9
Animalia,Aves,American woodcock,197.5,20.9
Animalia,Aves,Eurasian woodcock,308.3,15.5
Animalia,Aves,Spotted redshank,158.0,8.6
Animalia,Aves,Wood sandpiper,62.5,11.7
Animalia,Aves,Common greenshank,187.0,24.4
Animalia,Aves,Green sandpiper,90.0,11.5
Animalia,Aves,Willet,270.0,12.6
Animalia,Aves,Marsh sandpiper,77.5,8.5
Animalia,Aves,Common redshank,149.0,26.9
Animalia,Aves,Terek sandpiper,78.8,16.9
Animalia,Aves,Brown skua,1687.0,28.8
Animalia,Aves,Long-tailed jaeger,298.0,14.0
Animalia,Aves,South polar skua,1349.0,23.5
Animalia,Aves,Parasidic jaeger,445.5,31.1
Animalia,Aves,Great skua,1340.0,35.9
Animalia,Aves,Abdim's stork,1398.0,21.6
Animalia,Aves,Oriental white stork,4850.5,48.1
Animalia,Aves,European white stork,3350.0,39.0
Animalia,Aves,Woolly-necked stork,2061.0,32.0
Animalia,Aves,Maguari stork,4000.0,20.4
Animalia,Aves,Black stork,2926.0,31.3
Animalia,Aves,Black-necked stork,4100.0,34.0
Animalia,Aves,Saddle-billed stork,6162.5,30.2
Animalia,Aves,Jabiru,5470.0,27.4
Animalia,Aves,Marabou,8000.0,44.7
Animalia,Aves,Lesser adjutant,5710.0,31.1
Animalia,Aves,Wood stork,2500.0,27.0
Animalia,Aves,Yellow-billed stork,2166.5,19.1
Animalia,Aves,Painted stork,3180.0,28.6
Animalia,Aves,Speckled mousebird,51.0,11.5
Animalia,Aves,Nicobar pigeon,519.0,20.5
Animalia,Aves,Common emerald dove,136.983,12.0
Animalia,Aves,Rock dove,358.7,35.0
Animalia,Aves,"Stock dove, or Stock pigeon",291.0,12.6
Animalia,Aves,Common wood-pigeon,490.0,17.7
Animalia,Aves,Inca dove,50.0,13.3
Animalia,Aves,Common ground dove,35.0,7.2
Animalia,Aves,Pied imperial pigeon,457.55,14.0
Animalia,Aves,Bar-shouldered dove,128.65,14.0
Animalia,Aves,Zebra dove,56.6,18.7
Animalia,Aves,White-tipped dove,147.5,8.6
Animalia,Aves,Wonga pigeon,429.0,16.3
Animalia,Aves,Crested pigeon,204.5,17.3
Animalia,Aves,Band-tailed pigeon,315.0,18.5
Animalia,Aves,White-crowned pigeon,247.0,14.4
Animalia,Aves,Common bronzewing,338.5,5.1
Animalia,Aves,Spotted dove,159.0,16.7
Animalia,Aves,Eurasian collared-dove,157.4,17.9
Animalia,Aves,European turtle-dove,132.0,13.2
Animalia,Aves,White-winged dove,140.0,25.0
Animalia,Aves,Mourning dove,119.0,31.3
Animalia,Aves,Common kingfisher,31.4,21.0
Animalia,Aves,Pied kingfisher,84.4,3.9
Animalia,Aves,Green kingfisher,34.0,5.0
Animalia,Aves,Laughing kookaburra,305.0,26.8
Animalia,Aves,White-throated kingfisher,91.4,5.5
Animalia,Aves,Yellow-billed kingfisher,40.65,5.7
Animalia,Aves,Buff-breasted paradise kingfisher,49.725,9.0
Animalia,Aves,Indian roller,158.0,8.9
Animalia,Aves,Lilac-breasted roller,108.0,13.7
Animalia,Aves,European roller,146.0,9.2
Animalia,Aves,European bee-eater,56.6,5.9
Animalia,Aves,White-fronted bee-eater,34.8,7.0
Animalia,Aves,Rainbow bee-eater,29.5,4.6
Animalia,Aves,Russet-crowned motmot,75.7,10.4
Animalia,Aves,Blue-crowned motmot,133.0,20.3
Animalia,Aves,Puerto Rican tody,5.9,14.0
Animalia,Aves,Fan-tailed cuckoo,49.85,6.0
Animalia,Aves,Brush cuckoo,33.5083,3.8
Animalia,Aves,Yellow-billed cuckoo,57.8,5.0
Animalia,Aves,Black-billed cuckoo,37.5,5.0
Animalia,Aves,"Common cuckoo, or Eurasian cuckoo",111.5,12.9
Animalia,Aves,Greater roadrunner,376.0,9.0
Animalia,Aves,Puerto Rican lizard cuckoo,81.9,7.6
Animalia,Aves,Channel-billed cuckoo,684.1,7.3
Animalia,Aves,Sunbittern,210.0,15.0
Animalia,Aves,Crested caracara,1031.0,25.8
Animalia,Aves,Southern caracara,1348.0,37.6
Animalia,Aves,Brown falcon,593.5,24.0
Animalia,Aves,Nankeen kestrel,172.5,7.0
Animalia,Aves,Saker falcon,966.0,15.9
Animalia,Aves,Merlin,195.0,12.7
Animalia,Aves,Eleonora's falcon,390.0,11.2
Animalia,Aves,Aplomado falcon,342.5,12.0
Animalia,Aves,Prairie falcon,858.0,17.2
Animalia,Aves,Lesser kestrel,152.5,10.9
Animalia,Aves,Peregrine falcon,840.0,25.0
Animalia,Aves,Mauritius kestrel,169.5,10.0
Animalia,Aves,Gyrfalcon,1406.5,13.5
Animalia,Aves,American kestrel,117.0,17.0
Animalia,Aves,Eurasian hobby,209.5,14.9
Animalia,Aves,Black falcon,692.775,11.6
Animalia,Aves,Common kestrel,184.0,23.8
Animalia,Aves,Red-footed falcon,152.5,13.2
Animalia,Aves,Wattled curassow,2500.0,20.0
Animalia,Aves,Great curassow,4133.0,24.0
Animalia,Aves,Razor-billed curassow,2813.0,23.0
Animalia,Aves,Plain chachalaca,495.5,8.8
Animalia,Aves,"Australian brushturkey, or Brush turkey",2340.0,12.5
Animalia,Aves,Malleefowl,1867.5,5.1
Animalia,Aves,Maleo,1564.0,23.0
Animalia,Aves,California quail,138.0,9.6
Animalia,Aves,Gambel's quail,166.0,7.4
Animalia,Aves,Northern bobwhite,194.0,6.4
Animalia,Aves,Red-legged partridge,528.0,6.2
Animalia,Aves,Ruffed grouse,532.0,11.0
Animalia,Aves,Sage grouse,1929.5,7.0
Animalia,Aves,Lady Amherst's pheasant,738.0,19.6
Animalia,Aves,Golden pheasant,625.0,13.4
Animalia,Aves,King quail,45.0,5.0
Animalia,Aves,Common quail,96.5,14.6
Animalia,Aves,Japanese quail,115.0,6.0
Animalia,Aves,Stubble quail,100.975,4.2
Animalia,Aves,Brown quail,107.5,4.0
Animalia,Aves,Blue grouse,1058.5,14.0
Animalia,Aves,Spruce grouse,417.3,13.0
Animalia,Aves,Black francolin,453.0,7.0
Animalia,Aves,Grey francolin,334.0,8.0
Animalia,Aves,Red junglefowl,779.8,30.0
Animalia,Aves,Willow ptarmigan,595.875,9.0
Animalia,Aves,White-tailed ptarmigan,326.0,15.0
Animalia,Aves,Rock ptarmigan,535.5,11.7
Animalia,Aves,Eurasian black grouse,1079.0,12.2
Animalia,Aves,Wild turkey,6050.0,13.0
Animalia,Aves,Indian peafowl,4200.0,23.2
Animalia,Aves,Grey partridge,492.0,5.2
Animalia,Aves,Common pheasant,1094.8,27.0
Animalia,Aves,Palawan peacock-pheasant,550.0,15.0
Animalia,Aves,Reeves's pheasant,1239.0,9.2
Animalia,Aves,Western capercaillie,2950.0,18.0
Animalia,Aves,Hazel grouse,429.0,7.2
Animalia,Aves,Greater prairie chicken,908.0,5.0
Animalia,Aves,Lesser prairie chicken,794.5,13.5
Animalia,Aves,Sharp-tailed grouse,908.0,7.5
Animalia,Aves,Black-throated diver,2724.0,28.0
Animalia,Aves,Great northern diver,3405.0,24.1
Animalia,Aves,Red-throated diver,1816.0,24.0
Animalia,Aves,Demoiselle crane,2400.0,27.0
Animalia,Aves,Grey crowned crane,3372.0,27.2
Animalia,Aves,Whooping crane,7500.0,40.0
Animalia,Aves,Sarus crane,8663.0,41.8
Animalia,Aves,Sandhill crane,3890.0,36.6
Animalia,Aves,Common crane,5500.0,43.0
Animalia,Aves,Red-crowned crane,8500.0,25.2
Animalia,Aves,Siberian crane,5931.0,36.2
Animalia,Aves,Hooded crane,3700.0,24.0
Animalia,Aves,Brolga,6250.5,33.0
Animalia,Aves,White-naped crane,5400.0,45.0
Animalia,Aves,American coot,450.8,22.3
Animalia,Aves,"Eurasian coot, or Coot",734.3,20.6
Animalia,Aves,Common moorhen,392.0,18.6
Animalia,Aves,Dusky moorhen,531.5,13.9
Animalia,Aves,Weka,899.3,13.8
Animalia,Aves,Lord howe woodhen,496.0,15.1
Animalia,Aves,Purple swamphen,850.0,8.4
Animalia,Aves,Water rail,111.5,8.9
Animalia,Aves,Clapper rail,308.0,7.5
Animalia,Aves,White-cheeked turaco,265.0,12.4
Animalia,Aves,Great bustard,7895.5,28.3
Animalia,Aves,Yellow-rumped thornbill,9.375,13.1
Animalia,Aves,Tasmanian thornbill,6.95,7.7
Animalia,Aves,Western thornbill,7.0,8.9
Animalia,Aves,Mountain thornbill,6.85,15.0
Animalia,Aves,Striated thornbill,7.1,23.5
Animalia,Aves,Yellow thornbill,6.35,13.8
Animalia,Aves,Brown thornbill,7.6,17.6
Animalia,Aves,Buff-rumped thornbill,7.7,9.5
Animalia,Aves,Chestnut-rumped thornbill,6.35,7.0
Animalia,Aves,Southern whiteface,12.35,14.3
Animalia,Aves,Western gerygone,5.4,6.5
Animalia,Aves,Mangrove gerygone,6.2,5.5
Animalia,Aves,Large-billed gerygone,6.8,4.1
Animalia,Aves,Brown gerygone,5.25,8.9
Animalia,Aves,Fairy gerygone,7.475,4.0
Animalia,Aves,Dusky gerygone,7.85,10.6
Animalia,Aves,Fernwren,20.0,4.0
Animalia,Aves,Rockwarbler,14.35,7.0
Animalia,Aves,Pilotbird,31.4,6.5
Animalia,Aves,Redthroat,12.5,9.0
Animalia,Aves,Yellow-throated scrubwren,17.4,15.6
Animalia,Aves,White-browed scrubwren,13.4,17.6
Animalia,Aves,Weebill,5.35,7.4
Animalia,Aves,Great reed-warbler,30.0,10.1
Animalia,Aves,Australian reed warbler,24.2,7.1
Animalia,Aves,Blyth's reed-warbler,11.2,8.0
Animalia,Aves,Moustached warbler,10.9,11.2
Animalia,Aves,Marsh warbler,11.5,9.8
Animalia,Aves,Sedge warbler,11.8,11.8
Animalia,Aves,Eurasian reed-warbler,12.3,16.9
Animalia,Aves,Seychelles warbler,15.9,17.0
Animalia,Aves,"Clamorous reed warbler, or Indian great reed warbler",24.2,10.6
Animalia,Aves,Icterine warbler,13.2,10.8
Animalia,Aves,Melodious warbler,11.0,8.9
Animalia,Aves,"Eastern olivaceous warbler, or Olivaceous warbler",9.0,7.9
Animalia,Aves,Long-tailed tit,8.6,11.1
Animalia,Aves,Bushtit,5.3,9.1
Animalia,Aves,Eurasian skylark,37.5,10.1
Animalia,Aves,Horned lark,33.5,8.0
Animalia,Aves,Crested lark,42.9,11.6
Animalia,Aves,Wood lark,26.9,6.0
Animalia,Aves,Dusky woodswallow,33.0,8.2
Animalia,Aves,Noisy scrubbird,41.525,7.8
Animalia,Aves,Cedar waxwing,30.0,8.2
Animalia,Aves,Bohemian waxwing,54.5,13.5
Animalia,Aves,Lapland longspur,28.35,6.0
Animalia,Aves,Smith's longspur,26.65,5.0
Animalia,Aves,Mckay's bunting,42.0,4.8
Animalia,Aves,Snow bunting,41.8,10.2
Animalia,Aves,Black-faced cuckooshrike,115.133,9.0
Animalia,Aves,Common cicadabird,58.5,6.2
Animalia,Aves,Varied triller,29.45,4.8
Animalia,Aves,White-winged triller,25.5,3.1
Animalia,Aves,Northern cardinal,42.6,28.5
Animalia,Aves,Blue bunting,15.7,10.8
Animalia,Aves,Lazuli bunting,15.15,9.9
Animalia,Aves,Blue grosbeak,28.4,10.2
Animalia,Aves,Painted bunting,14.75,12.0
Animalia,Aves,Indigo bunting,15.0,11.0
Animalia,Aves,Rose-breasted grosbeak,47.325,24.0
Animalia,Aves,Black-headed grosbeak,42.0,25.0
Animalia,Aves,Western tanager,30.0,15.3
Animalia,Aves,Scarlet tanager,29.0,11.9
Animalia,Aves,Summer tanager,40.0,7.9
Animalia,Aves,Dickcissel,33.0,4.8
Animalia,Aves,Eurasian treecreeper,9.1,8.2
Animalia,Aves,Cetti's warbler,13.3,9.3
Animalia,Aves,White-throated dipper,61.7,10.6
Animalia,Aves,American dipper,50.2,8.1
Animalia,Aves,Golden-headed cisticola,7.325,3.6
Animalia,Aves,Red-browed treecreeper,23.3,8.2
Animalia,Aves,Brown treecreeper,29.4,13.9
Animalia,Aves,White-winged chough,364.0,17.6
Animalia,Aves,Apostlebird,132.0,25.0
